pricingID;name;regionCategory;date;price;timestamp;createdAt;updatedAt;grouping;providerID
348;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-04 02:00:00+02;0.0563;2023-10-30 19:55:09.664+01;2023-10-30 19:55:09.664+01;2023-10-30 19:55:09.664+01;GP1;AWS
349;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-04 02:00:00+02;0.1007;2023-10-30 19:55:09.916+01;2023-10-30 19:55:09.916+01;2023-10-30 19:55:09.916+01;CO1;AWS
350;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-04 02:00:00+02;0.0324;2023-10-30 19:55:10.679+01;2023-10-30 19:55:10.679+01;2023-10-30 19:55:10.679+01;GP1;AWS
351;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-04 02:00:00+02;0.0819;2023-10-30 19:55:10.866+01;2023-10-30 19:55:10.866+01;2023-10-30 19:55:10.866+01;CO1;AWS
352;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-04 02:00:00+02;0.1222;2023-10-30 19:55:11.446+01;2023-10-30 19:55:11.446+01;2023-10-30 19:55:11.446+01;CO1;AWS
353;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-04 02:00:00+02;0.1263;2023-10-30 19:55:11.562+01;2023-10-30 19:55:11.562+01;2023-10-30 19:55:11.562+01;GP1;AWS
354;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-04 02:00:00+02;0.0988;2023-10-30 19:55:12.034+01;2023-10-30 19:55:12.034+01;2023-10-30 19:55:12.034+01;GP1;AWS
355;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-04 02:00:00+02;0.1024;2023-10-30 19:55:12.043+01;2023-10-30 19:55:12.043+01;2023-10-30 19:55:12.043+01;CO1;AWS
356;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-04 02:00:00+02;0.0490;2023-10-31 17:36:17.74+01;2023-10-31 17:36:17.74+01;2023-10-31 17:36:17.74+01;GP1;AWS
357;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-04 02:00:00+02;0.0854;2023-10-31 17:36:18.38+01;2023-10-31 17:36:18.38+01;2023-10-31 17:36:18.38+01;CO1;AWS
358;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-04 02:00:00+02;0.0400;2023-11-01 17:36:35.914+01;2023-11-01 17:36:35.914+01;2023-11-01 17:36:35.914+01;GP1;ALB
359;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-04 02:00:00+02;0.0250;2023-11-01 17:36:36.623+01;2023-11-01 17:36:36.623+01;2023-11-01 17:36:36.623+01;GP1;ALB
360;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-04 02:00:00+02;0.0370;2023-11-01 17:36:36.634+01;2023-11-01 17:36:36.634+01;2023-11-01 17:36:36.634+01;GP1;ALB
361;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-04 02:00:00+02;0.0390;2023-11-02 16:41:11.135+01;2023-11-02 16:41:11.135+01;2023-11-02 16:41:11.135+01;GP1;ALB
362;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-04 02:00:00+02;0.0350;2023-11-03 10:40:07.315+01;2023-11-03 10:40:07.315+01;2023-11-03 10:40:07.315+01;CO1;ALB
363;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-04 02:00:00+02;0.0250;2023-11-03 10:40:08.204+01;2023-11-03 10:40:08.204+01;2023-11-03 10:40:08.204+01;CO1;ALB
364;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-04 02:00:00+02;0.0250;2023-11-03 10:40:08.375+01;2023-11-03 10:40:08.375+01;2023-11-03 10:40:08.375+01;CO1;ALB
365;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-04 02:00:00+02;0.0310;2023-11-03 10:40:09.156+01;2023-11-03 10:40:09.157+01;2023-11-03 10:40:09.157+01;CO1;ALB
366;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-04 02:00:00+02;0.0460;2023-11-03 10:42:18.237+01;2023-11-03 10:42:18.238+01;2023-11-03 10:42:18.238+01;CO1;ALB
367;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-05 02:00:00+02;0.0562;2023-10-30 19:55:09.663+01;2023-10-30 19:55:09.663+01;2023-10-30 19:55:09.663+01;GP1;AWS
368;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-05 02:00:00+02;0.1002;2023-10-30 19:55:09.915+01;2023-10-30 19:55:09.915+01;2023-10-30 19:55:09.915+01;CO1;AWS
369;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-05 02:00:00+02;0.0320;2023-10-30 19:55:10.678+01;2023-10-30 19:55:10.678+01;2023-10-30 19:55:10.678+01;GP1;AWS
370;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-05 02:00:00+02;0.0817;2023-10-30 19:55:10.865+01;2023-10-30 19:55:10.865+01;2023-10-30 19:55:10.865+01;CO1;AWS
371;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-05 02:00:00+02;0.1195;2023-10-30 19:55:11.442+01;2023-10-30 19:55:11.442+01;2023-10-30 19:55:11.442+01;CO1;AWS
372;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-05 02:00:00+02;0.1206;2023-10-30 19:55:11.56+01;2023-10-30 19:55:11.56+01;2023-10-30 19:55:11.56+01;GP1;AWS
373;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-05 02:00:00+02;0.0952;2023-10-30 19:55:12.033+01;2023-10-30 19:55:12.033+01;2023-10-30 19:55:12.033+01;GP1;AWS
374;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-05 02:00:00+02;0.0995;2023-10-30 19:55:12.042+01;2023-10-30 19:55:12.042+01;2023-10-30 19:55:12.042+01;CO1;AWS
375;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-05 02:00:00+02;0.0491;2023-10-31 17:36:17.738+01;2023-10-31 17:36:17.738+01;2023-10-31 17:36:17.738+01;GP1;AWS
376;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-05 02:00:00+02;0.0853;2023-10-31 17:36:18.379+01;2023-10-31 17:36:18.379+01;2023-10-31 17:36:18.379+01;CO1;AWS
377;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-05 02:00:00+02;0.0400;2023-11-01 17:36:35.916+01;2023-11-01 17:36:35.916+01;2023-11-01 17:36:35.916+01;GP1;ALB
378;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-05 02:00:00+02;0.0250;2023-11-01 17:36:36.626+01;2023-11-01 17:36:36.626+01;2023-11-01 17:36:36.626+01;GP1;ALB
379;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-05 02:00:00+02;0.0370;2023-11-01 17:36:36.637+01;2023-11-01 17:36:36.637+01;2023-11-01 17:36:36.637+01;GP1;ALB
380;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-05 02:00:00+02;0.0390;2023-11-02 16:41:11.137+01;2023-11-02 16:41:11.137+01;2023-11-02 16:41:11.137+01;GP1;ALB
381;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-05 02:00:00+02;0.0350;2023-11-03 10:40:07.321+01;2023-11-03 10:40:07.321+01;2023-11-03 10:40:07.321+01;CO1;ALB
382;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-05 02:00:00+02;0.0250;2023-11-03 10:40:08.206+01;2023-11-03 10:40:08.206+01;2023-11-03 10:40:08.206+01;CO1;ALB
383;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-05 02:00:00+02;0.0250;2023-11-03 10:40:08.377+01;2023-11-03 10:40:08.377+01;2023-11-03 10:40:08.377+01;CO1;ALB
384;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-05 02:00:00+02;0.0310;2023-11-03 10:40:09.16+01;2023-11-03 10:40:09.16+01;2023-11-03 10:40:09.16+01;CO1;ALB
385;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-05 02:00:00+02;0.0460;2023-11-03 10:42:18.242+01;2023-11-03 10:42:18.242+01;2023-11-03 10:42:18.242+01;CO1;ALB
386;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-06 02:00:00+02;0.0556;2023-10-30 19:55:09.661+01;2023-10-30 19:55:09.662+01;2023-10-30 19:55:09.662+01;GP1;AWS
387;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-06 02:00:00+02;0.1003;2023-10-30 19:55:09.915+01;2023-10-30 19:55:09.915+01;2023-10-30 19:55:09.915+01;CO1;AWS
388;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-06 02:00:00+02;0.0320;2023-10-30 19:55:10.677+01;2023-10-30 19:55:10.677+01;2023-10-30 19:55:10.677+01;GP1;AWS
389;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-06 02:00:00+02;0.0817;2023-10-30 19:55:10.864+01;2023-10-30 19:55:10.864+01;2023-10-30 19:55:10.864+01;CO1;AWS
390;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-06 02:00:00+02;0.1182;2023-10-30 19:55:11.441+01;2023-10-30 19:55:11.441+01;2023-10-30 19:55:11.441+01;CO1;AWS
391;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-06 02:00:00+02;0.1179;2023-10-30 19:55:11.558+01;2023-10-30 19:55:11.558+01;2023-10-30 19:55:11.558+01;GP1;AWS
392;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-06 02:00:00+02;0.0947;2023-10-30 19:55:12.032+01;2023-10-30 19:55:12.032+01;2023-10-30 19:55:12.032+01;GP1;AWS
393;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-06 02:00:00+02;0.0955;2023-10-30 19:55:12.041+01;2023-10-30 19:55:12.041+01;2023-10-30 19:55:12.041+01;CO1;AWS
394;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-06 02:00:00+02;0.0491;2023-10-31 17:36:17.737+01;2023-10-31 17:36:17.737+01;2023-10-31 17:36:17.737+01;GP1;AWS
395;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-06 02:00:00+02;0.0854;2023-10-31 17:36:18.378+01;2023-10-31 17:36:18.378+01;2023-10-31 17:36:18.378+01;CO1;AWS
396;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-06 02:00:00+02;0.0400;2023-11-01 17:36:35.918+01;2023-11-01 17:36:35.918+01;2023-11-01 17:36:35.918+01;GP1;ALB
397;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-06 02:00:00+02;0.0250;2023-11-01 17:36:36.63+01;2023-11-01 17:36:36.63+01;2023-11-01 17:36:36.63+01;GP1;ALB
398;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-06 02:00:00+02;0.0370;2023-11-01 17:36:36.638+01;2023-11-01 17:36:36.638+01;2023-11-01 17:36:36.638+01;GP1;ALB
399;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-06 02:00:00+02;0.0390;2023-11-02 16:41:11.139+01;2023-11-02 16:41:11.14+01;2023-11-02 16:41:11.14+01;GP1;ALB
400;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-06 02:00:00+02;0.0350;2023-11-03 10:40:07.324+01;2023-11-03 10:40:07.324+01;2023-11-03 10:40:07.324+01;CO1;ALB
401;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-06 02:00:00+02;0.0250;2023-11-03 10:40:08.209+01;2023-11-03 10:40:08.209+01;2023-11-03 10:40:08.209+01;CO1;ALB
402;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-06 02:00:00+02;0.0250;2023-11-03 10:40:08.379+01;2023-11-03 10:40:08.379+01;2023-11-03 10:40:08.379+01;CO1;ALB
403;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-06 02:00:00+02;0.0310;2023-11-03 10:40:09.166+01;2023-11-03 10:40:09.166+01;2023-11-03 10:40:09.166+01;CO1;ALB
404;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-06 02:00:00+02;0.0460;2023-11-03 10:42:18.243+01;2023-11-03 10:42:18.243+01;2023-11-03 10:42:18.243+01;CO1;ALB
405;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-07 02:00:00+02;0.0568;2023-10-30 19:55:09.66+01;2023-10-30 19:55:09.66+01;2023-10-30 19:55:09.66+01;GP1;AWS
406;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-07 02:00:00+02;0.0995;2023-10-30 19:55:09.913+01;2023-10-30 19:55:09.913+01;2023-10-30 19:55:09.913+01;CO1;AWS
407;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-07 02:00:00+02;0.0311;2023-10-30 19:55:10.676+01;2023-10-30 19:55:10.676+01;2023-10-30 19:55:10.676+01;GP1;AWS
408;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-07 02:00:00+02;0.0814;2023-10-30 19:55:10.864+01;2023-10-30 19:55:10.864+01;2023-10-30 19:55:10.864+01;CO1;AWS
409;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-07 02:00:00+02;0.1180;2023-10-30 19:55:11.44+01;2023-10-30 19:55:11.44+01;2023-10-30 19:55:11.44+01;CO1;AWS
410;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-07 02:00:00+02;0.1152;2023-10-30 19:55:11.556+01;2023-10-30 19:55:11.556+01;2023-10-30 19:55:11.556+01;GP1;AWS
411;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-07 02:00:00+02;0.0889;2023-10-30 19:55:12.031+01;2023-10-30 19:55:12.031+01;2023-10-30 19:55:12.031+01;GP1;AWS
412;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-07 02:00:00+02;0.0945;2023-10-30 19:55:12.04+01;2023-10-30 19:55:12.04+01;2023-10-30 19:55:12.04+01;CO1;AWS
413;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-07 02:00:00+02;0.0494;2023-10-31 17:36:17.736+01;2023-10-31 17:36:17.736+01;2023-10-31 17:36:17.736+01;GP1;AWS
414;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-07 02:00:00+02;0.0852;2023-10-31 17:36:18.375+01;2023-10-31 17:36:18.375+01;2023-10-31 17:36:18.375+01;CO1;AWS
415;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-07 02:00:00+02;0.0400;2023-11-01 17:36:35.921+01;2023-11-01 17:36:35.921+01;2023-11-01 17:36:35.921+01;GP1;ALB
416;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-07 02:00:00+02;0.0250;2023-11-01 17:36:36.633+01;2023-11-01 17:36:36.633+01;2023-11-01 17:36:36.633+01;GP1;ALB
417;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-07 02:00:00+02;0.0370;2023-11-01 17:36:36.639+01;2023-11-01 17:36:36.639+01;2023-11-01 17:36:36.639+01;GP1;ALB
418;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-07 02:00:00+02;0.0390;2023-11-02 16:41:11.143+01;2023-11-02 16:41:11.143+01;2023-11-02 16:41:11.143+01;GP1;ALB
419;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-07 02:00:00+02;0.0350;2023-11-03 10:40:07.328+01;2023-11-03 10:40:07.328+01;2023-11-03 10:40:07.328+01;CO1;ALB
420;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-07 02:00:00+02;0.0250;2023-11-03 10:40:08.211+01;2023-11-03 10:40:08.211+01;2023-11-03 10:40:08.211+01;CO1;ALB
421;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-07 02:00:00+02;0.0250;2023-11-03 10:40:08.38+01;2023-11-03 10:40:08.38+01;2023-11-03 10:40:08.38+01;CO1;ALB
422;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-07 02:00:00+02;0.0310;2023-11-03 10:40:09.171+01;2023-11-03 10:40:09.171+01;2023-11-03 10:40:09.171+01;CO1;ALB
423;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-07 02:00:00+02;0.0460;2023-11-03 10:42:18.244+01;2023-11-03 10:42:18.244+01;2023-11-03 10:42:18.244+01;CO1;ALB
424;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-08 02:00:00+02;0.0555;2023-10-30 19:55:09.659+01;2023-10-30 19:55:09.659+01;2023-10-30 19:55:09.659+01;GP1;AWS
425;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-08 02:00:00+02;0.0992;2023-10-30 19:55:09.912+01;2023-10-30 19:55:09.912+01;2023-10-30 19:55:09.912+01;CO1;AWS
426;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-08 02:00:00+02;0.0309;2023-10-30 19:55:10.675+01;2023-10-30 19:55:10.675+01;2023-10-30 19:55:10.675+01;GP1;AWS
427;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-08 02:00:00+02;0.0807;2023-10-30 19:55:10.863+01;2023-10-30 19:55:10.863+01;2023-10-30 19:55:10.863+01;CO1;AWS
428;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-08 02:00:00+02;0.1153;2023-10-30 19:55:11.439+01;2023-10-30 19:55:11.439+01;2023-10-30 19:55:11.439+01;CO1;AWS
429;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-08 02:00:00+02;0.1135;2023-10-30 19:55:11.554+01;2023-10-30 19:55:11.554+01;2023-10-30 19:55:11.554+01;GP1;AWS
430;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-08 02:00:00+02;0.0831;2023-10-30 19:55:12.031+01;2023-10-30 19:55:12.031+01;2023-10-30 19:55:12.031+01;GP1;AWS
431;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-08 02:00:00+02;0.0901;2023-10-30 19:55:12.039+01;2023-10-30 19:55:12.039+01;2023-10-30 19:55:12.039+01;CO1;AWS
432;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-08 02:00:00+02;0.0496;2023-10-31 17:36:17.733+01;2023-10-31 17:36:17.733+01;2023-10-31 17:36:17.733+01;GP1;AWS
433;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-08 02:00:00+02;0.0858;2023-10-31 17:36:18.373+01;2023-10-31 17:36:18.373+01;2023-10-31 17:36:18.373+01;CO1;AWS
434;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-08 02:00:00+02;0.0400;2023-11-01 17:36:35.923+01;2023-11-01 17:36:35.923+01;2023-11-01 17:36:35.923+01;GP1;ALB
435;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-08 02:00:00+02;0.0250;2023-11-01 17:36:36.636+01;2023-11-01 17:36:36.636+01;2023-11-01 17:36:36.636+01;GP1;ALB
436;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-08 02:00:00+02;0.0370;2023-11-01 17:36:36.641+01;2023-11-01 17:36:36.641+01;2023-11-01 17:36:36.641+01;GP1;ALB
437;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-08 02:00:00+02;0.0390;2023-11-02 16:41:11.146+01;2023-11-02 16:41:11.146+01;2023-11-02 16:41:11.146+01;GP1;ALB
438;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-08 02:00:00+02;0.0350;2023-11-03 10:40:07.332+01;2023-11-03 10:40:07.332+01;2023-11-03 10:40:07.332+01;CO1;ALB
439;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-08 02:00:00+02;0.0250;2023-11-03 10:40:08.214+01;2023-11-03 10:40:08.214+01;2023-11-03 10:40:08.214+01;CO1;ALB
440;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-08 02:00:00+02;0.0250;2023-11-03 10:40:08.381+01;2023-11-03 10:40:08.381+01;2023-11-03 10:40:08.381+01;CO1;ALB
441;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-08 02:00:00+02;0.0310;2023-11-03 10:40:09.175+01;2023-11-03 10:40:09.175+01;2023-11-03 10:40:09.175+01;CO1;ALB
442;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-08 02:00:00+02;0.0460;2023-11-03 10:42:18.245+01;2023-11-03 10:42:18.245+01;2023-11-03 10:42:18.245+01;CO1;ALB
443;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-09 02:00:00+02;0.0549;2023-10-30 19:55:09.658+01;2023-10-30 19:55:09.658+01;2023-10-30 19:55:09.658+01;GP1;AWS
444;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-09 02:00:00+02;0.0996;2023-10-30 19:55:09.91+01;2023-10-30 19:55:09.91+01;2023-10-30 19:55:09.91+01;CO1;AWS
445;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-09 02:00:00+02;0.0311;2023-10-30 19:55:10.674+01;2023-10-30 19:55:10.674+01;2023-10-30 19:55:10.674+01;GP1;AWS
446;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-09 02:00:00+02;0.0800;2023-10-30 19:55:10.862+01;2023-10-30 19:55:10.862+01;2023-10-30 19:55:10.862+01;CO1;AWS
447;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-09 02:00:00+02;0.1156;2023-10-30 19:55:11.437+01;2023-10-30 19:55:11.437+01;2023-10-30 19:55:11.437+01;CO1;AWS
448;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-09 02:00:00+02;0.1113;2023-10-30 19:55:11.553+01;2023-10-30 19:55:11.553+01;2023-10-30 19:55:11.553+01;GP1;AWS
449;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-09 02:00:00+02;0.0866;2023-10-30 19:55:12.03+01;2023-10-30 19:55:12.03+01;2023-10-30 19:55:12.03+01;GP1;AWS
450;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-09 02:00:00+02;0.0924;2023-10-30 19:55:12.037+01;2023-10-30 19:55:12.037+01;2023-10-30 19:55:12.037+01;CO1;AWS
451;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-09 02:00:00+02;0.0491;2023-10-31 17:36:17.728+01;2023-10-31 17:36:17.728+01;2023-10-31 17:36:17.728+01;GP1;AWS
452;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-09 02:00:00+02;0.0859;2023-10-31 17:36:18.372+01;2023-10-31 17:36:18.372+01;2023-10-31 17:36:18.372+01;CO1;AWS
453;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-09 02:00:00+02;0.0400;2023-11-01 17:36:35.925+01;2023-11-01 17:36:35.925+01;2023-11-01 17:36:35.925+01;GP1;ALB
454;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-09 02:00:00+02;0.0250;2023-11-01 17:36:36.638+01;2023-11-01 17:36:36.638+01;2023-11-01 17:36:36.638+01;GP1;ALB
455;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-09 02:00:00+02;0.0370;2023-11-01 17:36:36.642+01;2023-11-01 17:36:36.642+01;2023-11-01 17:36:36.642+01;GP1;ALB
456;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-09 02:00:00+02;0.0390;2023-11-02 16:41:11.148+01;2023-11-02 16:41:11.149+01;2023-11-02 16:41:11.149+01;GP1;ALB
457;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-09 02:00:00+02;0.0350;2023-11-03 10:40:07.337+01;2023-11-03 10:40:07.337+01;2023-11-03 10:40:07.337+01;CO1;ALB
458;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-09 02:00:00+02;0.0250;2023-11-03 10:40:08.216+01;2023-11-03 10:40:08.216+01;2023-11-03 10:40:08.216+01;CO1;ALB
459;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-09 02:00:00+02;0.0250;2023-11-03 10:40:08.382+01;2023-11-03 10:40:08.382+01;2023-11-03 10:40:08.382+01;CO1;ALB
460;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-09 02:00:00+02;0.0310;2023-11-03 10:40:09.195+01;2023-11-03 10:40:09.195+01;2023-11-03 10:40:09.195+01;CO1;ALB
461;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-09 02:00:00+02;0.0460;2023-11-03 10:42:18.246+01;2023-11-03 10:42:18.246+01;2023-11-03 10:42:18.246+01;CO1;ALB
462;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-10 02:00:00+02;0.0555;2023-10-30 19:55:09.656+01;2023-10-30 19:55:09.656+01;2023-10-30 19:55:09.656+01;GP1;AWS
463;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-10 02:00:00+02;0.0993;2023-10-30 19:55:09.909+01;2023-10-30 19:55:09.909+01;2023-10-30 19:55:09.909+01;CO1;AWS
464;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-10 02:00:00+02;0.0313;2023-10-30 19:55:10.673+01;2023-10-30 19:55:10.673+01;2023-10-30 19:55:10.673+01;GP1;AWS
465;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-10 02:00:00+02;0.0797;2023-10-30 19:55:10.861+01;2023-10-30 19:55:10.861+01;2023-10-30 19:55:10.861+01;CO1;AWS
466;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-10 02:00:00+02;0.1141;2023-10-30 19:55:11.436+01;2023-10-30 19:55:11.436+01;2023-10-30 19:55:11.436+01;CO1;AWS
467;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-10 02:00:00+02;0.1084;2023-10-30 19:55:11.552+01;2023-10-30 19:55:11.552+01;2023-10-30 19:55:11.552+01;GP1;AWS
468;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-10 02:00:00+02;0.0802;2023-10-30 19:55:12.029+01;2023-10-30 19:55:12.029+01;2023-10-30 19:55:12.029+01;GP1;AWS
469;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-10 02:00:00+02;0.0863;2023-10-30 19:55:12.036+01;2023-10-30 19:55:12.036+01;2023-10-30 19:55:12.036+01;CO1;AWS
470;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-10 02:00:00+02;0.0497;2023-10-31 17:36:17.727+01;2023-10-31 17:36:17.727+01;2023-10-31 17:36:17.727+01;GP1;AWS
471;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-10 02:00:00+02;0.0848;2023-10-31 17:36:18.371+01;2023-10-31 17:36:18.371+01;2023-10-31 17:36:18.371+01;CO1;AWS
472;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-10 02:00:00+02;0.0400;2023-11-01 17:36:35.926+01;2023-11-01 17:36:35.926+01;2023-11-01 17:36:35.926+01;GP1;ALB
473;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-10 02:00:00+02;0.0250;2023-11-01 17:36:36.639+01;2023-11-01 17:36:36.639+01;2023-11-01 17:36:36.639+01;GP1;ALB
474;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-10 02:00:00+02;0.0370;2023-11-01 17:36:36.643+01;2023-11-01 17:36:36.643+01;2023-11-01 17:36:36.643+01;GP1;ALB
475;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-10 02:00:00+02;0.0390;2023-11-02 16:41:11.151+01;2023-11-02 16:41:11.152+01;2023-11-02 16:41:11.152+01;GP1;ALB
