pricingID;name;regionCategory;date;price;timestamp;createdAt;updatedAt;grouping;providerID
729;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-24 02:00:00+02;0.0296;2023-10-30 19:55:10.659+01;2023-10-30 19:55:10.659+01;2023-10-30 19:55:10.659+01;GP1;AWS
730;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-24 02:00:00+02;0.0770;2023-10-30 19:55:10.846+01;2023-10-30 19:55:10.846+01;2023-10-30 19:55:10.846+01;CO1;AWS
731;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-24 02:00:00+02;0.0893;2023-10-30 19:55:11.42+01;2023-10-30 19:55:11.42+01;2023-10-30 19:55:11.42+01;CO1;AWS
732;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-24 02:00:00+02;0.0850;2023-10-30 19:55:11.523+01;2023-10-30 19:55:11.524+01;2023-10-30 19:55:11.524+01;GP1;AWS
733;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-24 02:00:00+02;0.0582;2023-10-30 19:55:12.005+01;2023-10-30 19:55:12.005+01;2023-10-30 19:55:12.005+01;GP1;AWS
734;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-24 02:00:00+02;0.0587;2023-10-30 19:55:12.02+01;2023-10-30 19:55:12.02+01;2023-10-30 19:55:12.02+01;CO1;AWS
735;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-24 02:00:00+02;0.0492;2023-10-31 17:36:17.689+01;2023-10-31 17:36:17.689+01;2023-10-31 17:36:17.689+01;GP1;AWS
736;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-24 02:00:00+02;0.0851;2023-10-31 17:36:18.343+01;2023-10-31 17:36:18.343+01;2023-10-31 17:36:18.343+01;CO1;AWS
737;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-24 02:00:00+02;0.0460;2023-11-01 17:36:35.944+01;2023-11-01 17:36:35.944+01;2023-11-01 17:36:35.944+01;GP1;ALB
738;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-24 02:00:00+02;0.0250;2023-11-01 17:36:36.657+01;2023-11-01 17:36:36.657+01;2023-11-01 17:36:36.657+01;GP1;ALB
739;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-24 02:00:00+02;0.0530;2023-11-01 17:36:36.663+01;2023-11-01 17:36:36.663+01;2023-11-01 17:36:36.663+01;GP1;ALB
740;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-24 02:00:00+02;0.0390;2023-11-02 16:41:11.176+01;2023-11-02 16:41:11.176+01;2023-11-02 16:41:11.176+01;GP1;ALB
741;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-24 02:00:00+02;0.0350;2023-11-03 10:40:07.37+01;2023-11-03 10:40:07.37+01;2023-11-03 10:40:07.37+01;CO1;ALB
742;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-24 02:00:00+02;0.0250;2023-11-03 10:40:08.24+01;2023-11-03 10:40:08.24+01;2023-11-03 10:40:08.24+01;CO1;ALB
743;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-24 02:00:00+02;0.0250;2023-11-03 10:40:08.404+01;2023-11-03 10:40:08.404+01;2023-11-03 10:40:08.404+01;CO1;ALB
744;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-24 02:00:00+02;0.0310;2023-11-03 10:40:09.223+01;2023-11-03 10:40:09.223+01;2023-11-03 10:40:09.223+01;CO1;ALB
745;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-24 02:00:00+02;0.0460;2023-11-03 10:42:18.265+01;2023-11-03 10:42:18.265+01;2023-11-03 10:42:18.265+01;CO1;ALB
746;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-25 02:00:00+02;0.0584;2023-10-30 19:55:09.638+01;2023-10-30 19:55:09.638+01;2023-10-30 19:55:09.638+01;GP1;AWS
747;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-25 02:00:00+02;0.0982;2023-10-30 19:55:09.893+01;2023-10-30 19:55:09.893+01;2023-10-30 19:55:09.893+01;CO1;AWS
748;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-25 02:00:00+02;0.0324;2023-10-30 19:55:10.657+01;2023-10-30 19:55:10.657+01;2023-10-30 19:55:10.657+01;GP1;AWS
749;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-25 02:00:00+02;0.0780;2023-10-30 19:55:10.845+01;2023-10-30 19:55:10.845+01;2023-10-30 19:55:10.845+01;CO1;AWS
750;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-25 02:00:00+02;0.0883;2023-10-30 19:55:11.42+01;2023-10-30 19:55:11.42+01;2023-10-30 19:55:11.42+01;CO1;AWS
751;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-25 02:00:00+02;0.0804;2023-10-30 19:55:11.522+01;2023-10-30 19:55:11.522+01;2023-10-30 19:55:11.522+01;GP1;AWS
752;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-25 02:00:00+02;0.0568;2023-10-30 19:55:12.003+01;2023-10-30 19:55:12.003+01;2023-10-30 19:55:12.003+01;GP1;AWS
753;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-25 02:00:00+02;0.0590;2023-10-30 19:55:12.019+01;2023-10-30 19:55:12.019+01;2023-10-30 19:55:12.019+01;CO1;AWS
754;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-25 02:00:00+02;0.0508;2023-10-31 17:36:17.688+01;2023-10-31 17:36:17.688+01;2023-10-31 17:36:17.688+01;GP1;AWS
755;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-25 02:00:00+02;0.0846;2023-10-31 17:36:18.34+01;2023-10-31 17:36:18.34+01;2023-10-31 17:36:18.34+01;CO1;AWS
756;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-25 02:00:00+02;0.0460;2023-11-01 17:36:35.945+01;2023-11-01 17:36:35.945+01;2023-11-01 17:36:35.945+01;GP1;ALB
757;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-25 02:00:00+02;0.0250;2023-11-01 17:36:36.66+01;2023-11-01 17:36:36.66+01;2023-11-01 17:36:36.66+01;GP1;ALB
758;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-25 02:00:00+02;0.0530;2023-11-01 17:36:36.664+01;2023-11-01 17:36:36.664+01;2023-11-01 17:36:36.664+01;GP1;ALB
759;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-25 02:00:00+02;0.0390;2023-11-02 16:41:11.177+01;2023-11-02 16:41:11.177+01;2023-11-02 16:41:11.177+01;GP1;ALB
760;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-25 02:00:00+02;0.0350;2023-11-03 10:40:07.372+01;2023-11-03 10:40:07.372+01;2023-11-03 10:40:07.372+01;CO1;ALB
761;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-25 02:00:00+02;0.0250;2023-11-03 10:40:08.241+01;2023-11-03 10:40:08.241+01;2023-11-03 10:40:08.241+01;CO1;ALB
762;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-25 02:00:00+02;0.0250;2023-11-03 10:40:08.406+01;2023-11-03 10:40:08.406+01;2023-11-03 10:40:08.406+01;CO1;ALB
763;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-25 02:00:00+02;0.0310;2023-11-03 10:40:09.225+01;2023-11-03 10:40:09.225+01;2023-11-03 10:40:09.225+01;CO1;ALB
764;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-25 02:00:00+02;0.0460;2023-11-03 10:42:18.266+01;2023-11-03 10:42:18.266+01;2023-11-03 10:42:18.266+01;CO1;ALB
765;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-26 02:00:00+02;0.0594;2023-10-30 19:55:09.637+01;2023-10-30 19:55:09.637+01;2023-10-30 19:55:09.637+01;GP1;AWS
766;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-26 02:00:00+02;0.0960;2023-10-30 19:55:09.892+01;2023-10-30 19:55:09.892+01;2023-10-30 19:55:09.892+01;CO1;AWS
767;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-26 02:00:00+02;0.0326;2023-10-30 19:55:10.656+01;2023-10-30 19:55:10.656+01;2023-10-30 19:55:10.656+01;GP1;AWS
768;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-26 02:00:00+02;0.0774;2023-10-30 19:55:10.843+01;2023-10-30 19:55:10.843+01;2023-10-30 19:55:10.843+01;CO1;AWS
769;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-26 02:00:00+02;0.0873;2023-10-30 19:55:11.419+01;2023-10-30 19:55:11.419+01;2023-10-30 19:55:11.419+01;CO1;AWS
770;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-26 02:00:00+02;0.0840;2023-10-30 19:55:11.521+01;2023-10-30 19:55:11.521+01;2023-10-30 19:55:11.521+01;GP1;AWS
771;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-26 02:00:00+02;0.0568;2023-10-30 19:55:12.002+01;2023-10-30 19:55:12.002+01;2023-10-30 19:55:12.002+01;GP1;AWS
772;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-26 02:00:00+02;0.0597;2023-10-30 19:55:12.016+01;2023-10-30 19:55:12.016+01;2023-10-30 19:55:12.016+01;CO1;AWS
773;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-26 02:00:00+02;0.0500;2023-10-31 17:36:17.686+01;2023-10-31 17:36:17.686+01;2023-10-31 17:36:17.686+01;GP1;AWS
774;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-26 02:00:00+02;0.0852;2023-10-31 17:36:18.339+01;2023-10-31 17:36:18.339+01;2023-10-31 17:36:18.339+01;CO1;AWS
775;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-26 02:00:00+02;0.0460;2023-11-01 17:36:35.946+01;2023-11-01 17:36:35.946+01;2023-11-01 17:36:35.946+01;GP1;ALB
776;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-26 02:00:00+02;0.0250;2023-11-01 17:36:36.661+01;2023-11-01 17:36:36.661+01;2023-11-01 17:36:36.661+01;GP1;ALB
777;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-26 02:00:00+02;0.0530;2023-11-01 17:36:36.665+01;2023-11-01 17:36:36.665+01;2023-11-01 17:36:36.665+01;GP1;ALB
778;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-26 02:00:00+02;0.0390;2023-11-02 16:41:11.202+01;2023-11-02 16:41:11.202+01;2023-11-02 16:41:11.202+01;GP1;ALB
779;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-26 02:00:00+02;0.0350;2023-11-03 10:40:07.375+01;2023-11-03 10:40:07.375+01;2023-11-03 10:40:07.375+01;CO1;ALB
780;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-26 02:00:00+02;0.0250;2023-11-03 10:40:08.242+01;2023-11-03 10:40:08.242+01;2023-11-03 10:40:08.242+01;CO1;ALB
781;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-26 02:00:00+02;0.0250;2023-11-03 10:40:08.408+01;2023-11-03 10:40:08.408+01;2023-11-03 10:40:08.408+01;CO1;ALB
782;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-26 02:00:00+02;0.0319;2023-11-03 10:40:09.226+01;2023-11-03 10:40:09.226+01;2023-11-03 10:40:09.226+01;CO1;ALB
783;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-26 02:00:00+02;0.0460;2023-11-03 10:42:18.268+01;2023-11-03 10:42:18.268+01;2023-11-03 10:42:18.268+01;CO1;ALB
784;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-27 02:00:00+02;0.0586;2023-10-30 19:55:09.635+01;2023-10-30 19:55:09.635+01;2023-10-30 19:55:09.635+01;GP1;AWS
785;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-27 02:00:00+02;0.0967;2023-10-30 19:55:09.891+01;2023-10-30 19:55:09.891+01;2023-10-30 19:55:09.891+01;CO1;AWS
786;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-27 02:00:00+02;0.0301;2023-10-30 19:55:10.655+01;2023-10-30 19:55:10.655+01;2023-10-30 19:55:10.655+01;GP1;AWS
787;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-27 02:00:00+02;0.0776;2023-10-30 19:55:10.842+01;2023-10-30 19:55:10.842+01;2023-10-30 19:55:10.842+01;CO1;AWS
788;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-27 02:00:00+02;0.0868;2023-10-30 19:55:11.418+01;2023-10-30 19:55:11.418+01;2023-10-30 19:55:11.418+01;CO1;AWS
789;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-27 02:00:00+02;0.0808;2023-10-30 19:55:11.52+01;2023-10-30 19:55:11.52+01;2023-10-30 19:55:11.52+01;GP1;AWS
790;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-27 02:00:00+02;0.0553;2023-10-30 19:55:12.001+01;2023-10-30 19:55:12.001+01;2023-10-30 19:55:12.001+01;GP1;AWS
791;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-27 02:00:00+02;0.0587;2023-10-30 19:55:12.015+01;2023-10-30 19:55:12.015+01;2023-10-30 19:55:12.015+01;CO1;AWS
792;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-27 02:00:00+02;0.0505;2023-10-31 17:36:17.685+01;2023-10-31 17:36:17.685+01;2023-10-31 17:36:17.685+01;GP1;AWS
793;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-27 02:00:00+02;0.0865;2023-10-31 17:36:18.338+01;2023-10-31 17:36:18.338+01;2023-10-31 17:36:18.338+01;CO1;AWS
794;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-27 02:00:00+02;0.0460;2023-11-01 17:36:35.947+01;2023-11-01 17:36:35.947+01;2023-11-01 17:36:35.947+01;GP1;ALB
795;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-27 02:00:00+02;0.0250;2023-11-01 17:36:36.662+01;2023-11-01 17:36:36.662+01;2023-11-01 17:36:36.662+01;GP1;ALB
796;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-27 02:00:00+02;0.0465;2023-11-01 17:36:36.666+01;2023-11-01 17:36:36.666+01;2023-11-01 17:36:36.666+01;GP1;ALB
797;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-27 02:00:00+02;0.0390;2023-11-02 16:41:11.204+01;2023-11-02 16:41:11.204+01;2023-11-02 16:41:11.204+01;GP1;ALB
798;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-27 02:00:00+02;0.0350;2023-11-03 10:40:07.377+01;2023-11-03 10:40:07.377+01;2023-11-03 10:40:07.377+01;CO1;ALB
799;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-27 02:00:00+02;0.0250;2023-11-03 10:40:08.244+01;2023-11-03 10:40:08.244+01;2023-11-03 10:40:08.244+01;CO1;ALB
800;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-27 02:00:00+02;0.0250;2023-11-03 10:40:08.41+01;2023-11-03 10:40:08.41+01;2023-11-03 10:40:08.41+01;CO1;ALB
801;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-27 02:00:00+02;0.0320;2023-11-03 10:40:09.227+01;2023-11-03 10:40:09.227+01;2023-11-03 10:40:09.227+01;CO1;ALB
802;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-28 02:00:00+02;0.0590;2023-10-30 19:55:09.633+01;2023-10-30 19:55:09.633+01;2023-10-30 19:55:09.633+01;GP1;AWS
803;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-28 02:00:00+02;0.0969;2023-10-30 19:55:09.89+01;2023-10-30 19:55:09.89+01;2023-10-30 19:55:09.89+01;CO1;AWS
804;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-28 02:00:00+02;0.0315;2023-10-30 19:55:10.655+01;2023-10-30 19:55:10.655+01;2023-10-30 19:55:10.655+01;GP1;AWS
805;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-28 02:00:00+02;0.0786;2023-10-30 19:55:10.841+01;2023-10-30 19:55:10.841+01;2023-10-30 19:55:10.841+01;CO1;AWS
806;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-28 02:00:00+02;0.0856;2023-10-30 19:55:11.417+01;2023-10-30 19:55:11.417+01;2023-10-30 19:55:11.417+01;CO1;AWS
807;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-28 02:00:00+02;0.0791;2023-10-30 19:55:11.52+01;2023-10-30 19:55:11.52+01;2023-10-30 19:55:11.52+01;GP1;AWS
808;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-28 02:00:00+02;0.0562;2023-10-30 19:55:12+01;2023-10-30 19:55:12+01;2023-10-30 19:55:12+01;GP1;AWS
809;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-28 02:00:00+02;0.0602;2023-10-30 19:55:12.014+01;2023-10-30 19:55:12.014+01;2023-10-30 19:55:12.014+01;CO1;AWS
810;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-28 02:00:00+02;0.0504;2023-10-31 17:36:17.684+01;2023-10-31 17:36:17.684+01;2023-10-31 17:36:17.684+01;GP1;AWS
811;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-28 02:00:00+02;0.0867;2023-10-31 17:36:18.336+01;2023-10-31 17:36:18.336+01;2023-10-31 17:36:18.336+01;CO1;AWS
812;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-28 02:00:00+02;0.0460;2023-11-02 09:17:27.56+01;2023-11-02 09:17:27.561+01;2023-11-02 09:17:27.561+01;GP1;ALB
813;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-28 02:00:00+02;0.0370;2023-11-02 09:17:29.06+01;2023-11-02 09:17:29.061+01;2023-11-02 09:17:29.061+01;GP1;ALB
814;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-28 02:00:00+02;0.0250;2023-11-02 09:17:29.426+01;2023-11-02 09:17:29.427+01;2023-11-02 09:17:29.427+01;GP1;ALB
815;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-28 02:00:00+02;0.0390;2023-11-02 16:41:11.206+01;2023-11-02 16:41:11.206+01;2023-11-02 16:41:11.206+01;GP1;ALB
816;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-28 02:00:00+02;0.0350;2023-11-03 10:40:07.378+01;2023-11-03 10:40:07.378+01;2023-11-03 10:40:07.378+01;CO1;ALB
817;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-28 02:00:00+02;0.0250;2023-11-03 10:40:08.245+01;2023-11-03 10:40:08.245+01;2023-11-03 10:40:08.245+01;CO1;ALB
818;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-28 02:00:00+02;0.0250;2023-11-03 10:40:08.411+01;2023-11-03 10:40:08.411+01;2023-11-03 10:40:08.411+01;CO1;ALB
819;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-28 02:00:00+02;0.0320;2023-11-03 10:40:09.228+01;2023-11-03 10:40:09.228+01;2023-11-03 10:40:09.228+01;CO1;ALB
820;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-28 02:00:00+02;0.0460;2023-11-03 10:42:18.382+01;2023-11-03 10:42:18.382+01;2023-11-03 10:42:18.382+01;CO1;ALB
821;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-29 02:00:00+02;0.0590;2023-10-30 19:55:09.631+01;2023-10-30 19:55:09.632+01;2023-10-30 19:55:09.632+01;GP1;AWS
822;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-29 02:00:00+02;0.0973;2023-10-30 19:55:09.889+01;2023-10-30 19:55:09.889+01;2023-10-30 19:55:09.889+01;CO1;AWS
823;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-29 02:00:00+02;0.0296;2023-10-30 19:55:10.653+01;2023-10-30 19:55:10.653+01;2023-10-30 19:55:10.653+01;GP1;AWS
824;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-29 02:00:00+02;0.0793;2023-10-30 19:55:10.84+01;2023-10-30 19:55:10.84+01;2023-10-30 19:55:10.84+01;CO1;AWS
825;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-29 02:00:00+02;0.0845;2023-10-30 19:55:11.416+01;2023-10-30 19:55:11.416+01;2023-10-30 19:55:11.416+01;CO1;AWS
826;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-29 02:00:00+02;0.0782;2023-10-30 19:55:11.518+01;2023-10-30 19:55:11.518+01;2023-10-30 19:55:11.518+01;GP1;AWS
827;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-29 02:00:00+02;0.0563;2023-10-30 19:55:11.999+01;2023-10-30 19:55:11.999+01;2023-10-30 19:55:11.999+01;GP1;AWS
828;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-29 02:00:00+02;0.0601;2023-10-30 19:55:12.009+01;2023-10-30 19:55:12.009+01;2023-10-30 19:55:12.009+01;CO1;AWS
829;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-29 02:00:00+02;0.0502;2023-10-31 17:36:17.683+01;2023-10-31 17:36:17.683+01;2023-10-31 17:36:17.683+01;GP1;AWS
830;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-29 02:00:00+02;0.0858;2023-10-31 17:36:18.333+01;2023-10-31 17:36:18.333+01;2023-10-31 17:36:18.333+01;CO1;AWS
831;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-29 02:00:00+02;0.0460;2023-11-03 10:40:07.128+01;2023-11-03 10:40:07.129+01;2023-11-03 10:40:07.129+01;GP1;ALB
832;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-29 02:00:00+02;0.0350;2023-11-03 10:40:07.379+01;2023-11-03 10:40:07.379+01;2023-11-03 10:40:07.379+01;CO1;ALB
833;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-29 02:00:00+02;0.0250;2023-11-03 10:40:08.246+01;2023-11-03 10:40:08.246+01;2023-11-03 10:40:08.246+01;CO1;ALB
834;ecs.c6.xlarge-compute-optimized;ALB-us-west-1;2023-10-29 02:00:00+02;0.0250;2023-11-03 10:40:08.412+01;2023-11-03 10:40:08.412+01;2023-11-03 10:40:08.412+01;CO1;ALB
835;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-29 02:00:00+02;0.0250;2023-11-03 10:40:08.502+01;2023-11-03 10:40:08.502+01;2023-11-03 10:40:08.502+01;GP1;ALB
836;ecs.g5.xlarge-general-purpose;ALB-us-west-1;2023-10-29 02:00:00+02;0.0370;2023-11-03 10:40:08.566+01;2023-11-03 10:40:08.566+01;2023-11-03 10:40:08.566+01;GP1;ALB
837;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-29 02:00:00+02;0.0390;2023-11-03 10:40:08.944+01;2023-11-03 10:40:08.944+01;2023-11-03 10:40:08.944+01;GP1;ALB
838;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-29 02:00:00+02;0.0320;2023-11-03 10:40:09.231+01;2023-11-03 10:40:09.231+01;2023-11-03 10:40:09.231+01;CO1;ALB
839;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-29 02:00:00+02;0.0460;2023-11-03 10:42:18.384+01;2023-11-03 10:42:18.385+01;2023-11-03 10:42:18.385+01;CO1;ALB
840;t4g.xlarge-general-purpose;AWS-eu-central-1;2023-10-30 01:00:00+01;0.0588;2023-10-30 19:55:09.626+01;2023-10-30 19:55:09.627+01;2023-10-30 19:55:09.627+01;GP1;AWS
841;c6a.xlarge-compute-optimized;AWS-eu-central-1;2023-10-30 01:00:00+01;0.0952;2023-10-30 19:55:09.888+01;2023-10-30 19:55:09.888+01;2023-10-30 19:55:09.888+01;CO1;AWS
842;t4g.xlarge-general-purpose;AWS-ap-south-1;2023-10-30 01:00:00+01;0.0322;2023-10-30 19:55:10.652+01;2023-10-30 19:55:10.652+01;2023-10-30 19:55:10.652+01;GP1;AWS
843;c6a.xlarge-compute-optimized;AWS-ap-south-1;2023-10-30 01:00:00+01;0.0790;2023-10-30 19:55:10.838+01;2023-10-30 19:55:10.839+01;2023-10-30 19:55:10.839+01;CO1;AWS
844;c6a.xlarge-compute-optimized;AWS-us-east-1;2023-10-30 01:00:00+01;0.0854;2023-10-30 19:55:11.415+01;2023-10-30 19:55:11.415+01;2023-10-30 19:55:11.415+01;CO1;AWS
845;t4g.xlarge-general-purpose;AWS-us-east-1;2023-10-30 01:00:00+01;0.0795;2023-10-30 19:55:11.517+01;2023-10-30 19:55:11.517+01;2023-10-30 19:55:11.517+01;GP1;AWS
846;t4g.xlarge-general-purpose;AWS-us-west-2;2023-10-30 01:00:00+01;0.0542;2023-10-30 19:55:11.997+01;2023-10-30 19:55:11.997+01;2023-10-30 19:55:11.997+01;GP1;AWS
847;c6a.xlarge-compute-optimized;AWS-us-west-2;2023-10-30 01:00:00+01;0.0587;2023-10-30 19:55:12.005+01;2023-10-30 19:55:12.005+01;2023-10-30 19:55:12.005+01;CO1;AWS
848;t4g.xlarge-general-purpose;AWS-us-west-1;2023-10-30 01:00:00+01;0.0492;2023-10-31 17:36:17.681+01;2023-10-31 17:36:17.682+01;2023-10-31 17:36:17.682+01;GP1;AWS
849;c6a.xlarge-compute-optimized;AWS-us-west-1;2023-10-30 01:00:00+01;0.0874;2023-10-31 17:36:18.329+01;2023-10-31 17:36:18.329+01;2023-10-31 17:36:18.329+01;CO1;AWS
850;ecs.g5.xlarge-general-purpose;ALB-eu-central-1;2023-10-30 01:00:00+01;0.0380;2023-11-03 11:36:41.923+01;2023-11-03 11:36:41.924+01;2023-11-03 11:36:41.924+01;GP1;ALB
851;ecs.c6.xlarge-compute-optimized;ALB-eu-central-1;2023-10-30 01:00:00+01;0.0359;2023-11-03 11:36:42.013+01;2023-11-03 11:36:42.013+01;2023-11-03 11:36:42.013+01;CO1;ALB
852;ecs.c6.xlarge-compute-optimized;ALB-us-east-1;2023-10-30 01:00:00+01;0.0250;2023-11-03 11:36:42.354+01;2023-11-03 11:36:42.354+01;2023-11-03 11:36:42.354+01;CO1;ALB
853;ecs.g5.xlarge-general-purpose;ALB-us-east-1;2023-10-30 01:00:00+01;0.0250;2023-11-03 11:36:42.355+01;2023-11-03 11:36:42.355+01;2023-11-03 11:36:42.355+01;GP1;ALB
854;ecs.c6.xlarge-compute-optimized;ALB-me-east-1;2023-10-30 01:00:00+01;0.0460;2023-11-03 11:36:42.356+01;2023-11-03 11:36:42.356+01;2023-11-03 11:36:42.356+01;CO1;ALB
855;ecs.g5.xlarge-general-purpose;ALB-ap-south-1;2023-10-30 01:00:00+01;0.0390;2023-11-03 11:36:42.465+01;2023-11-03 11:36:42.465+01;2023-11-03 11:36:42.465+01;GP1;ALB
856;ecs.c6.xlarge-compute-optimized;ALB-ap-south-1;2023-10-30 01:00:00+01;0.0360;2023-11-03 11:36:42.465+01;2023-11-03 11:36:42.465+01;2023-11-03 11:36:42.465+01;CO1;ALB
